experiment,value
exp_adamw_roberta_large_lr1e-05_drop0.5_epochs5_frozen_clip,0.7769095301628113
exp_roberta_base_lr1e-05_drop0.3_epochs5,0.7766655087471008
exp_adamw_roberta_large_lr5e-06_drop0.5_gelu_epochs5_frozen_clip,0.7766571342945099
exp_adamw_roberta_large_lr1e-05_drop0.3_epochs5,0.7764019668102264
exp_only_clip_lr5e-06_drop0.5_epochs5,0.7762075066566467
exp_adamw_roberta_large_lr1e-05_drop0.3_epochs5_frozen_clip,0.7751848697662354
exp_roberta_large_lr1e-05_drop0.3_epochs5_frozen_clip,0.7743752002716064
exp_adamw_roberta_base_lr1e-05_drop0.3_gelu_epochs5,0.7741845846176147
exp_only_clip_lr5e-06_drop0.3_epochs5,0.7740399539470673
exp_adamw_roberta_base_lr1e-05_drop0.3_epochs5,0.7737198770046234
exp_adamw_only_clip_lr1e-05_drop0.3_epochs5,0.7736327946186066
exp_roberta_large_lr1e-05_drop0.5_epochs5_frozen_clip,0.7728730142116547
exp_roberta_large_lr1e-05_drop0.3_epochs5,0.772728219628334
exp_adamw_roberta_base_lr1e-05_drop0.3_gelu_epochs5_frozen_clip,0.7723178863525391
exp_adamw_roberta_base_lr1e-05_drop0.3_bigger_mlp_epochs5,0.7717897891998291
exp_only_clip_lr5e-06_drop0.3_epochs10,0.7713257670402527
exp_adamw_roberta_large_lr1e-05_drop0.3_gelu_epochs5,0.7709157466888428
exp_adamw_roberta_large_lr1e-05_drop0.3_bigger_mlp_epochs5_frozen_clip,0.7695443332195282
exp_adamw_only_clip_lr5e-06_drop0.3_epochs2_frozen,0.7691375613212585
exp_only_roberta_large_lr5e-06_drop0.3_epochs10,0.767098605632782
exp_adamw_only_clip_lr5e-06_drop0.5_epochs2_frozen,0.7668434679508209
exp_only_roberta_large_lr1e-05_drop0.3_epochs10,0.7646535634994507
exp_only_clip_lr1e-05_drop0.3_epochs10,0.7458776831626892
